age,games_played,team_encoded,interceptions_per_game,sacks_per_game,tackles_per_game,solo_tackles_per_game,tfl_per_game,turnovers_per_game,big_plays_per_game,defensive_impact_per_game,target
3.0,11.0,16,0.33636363636363636,0.2727272727272727,0.9090909090909091,2.272727272727273,0.34545454545454546,0.7000000000000001,0.890909090909091,1.2272727272727273,0.9090909090909091
6.0,37.0,30,0.16756756756756758,0.04054054054054054,0.32432432432432434,0.6756756756756757,0.0,0.38378378378378375,0.8513513513513513,1.018918918918919,0.32432432432432434
8.0,38.0,30,0.12631578947368421,0.0,0.02631578947368421,0.631578947368421,0.2026315789473684,0.12631578947368421,0.9657894736842106,1.0921052631578947,0.02631578947368421
24.0,138.0,14,0.042028985507246375,0.014492753623188406,0.014492753623188406,0.17391304347826086,0.028985507246376812,0.042028985507246375,0.2826086956521739,0.32463768115942027,0.014492753623188406
1.0,5.0,26,1.0,1.1,2.0,4.8,0.8,1.6,3.1,4.1,2.0
5.0,17.0,16,0.19999999999999998,0.029411764705882353,0.058823529411764705,1.411764705882353,0.45294117647058824,0.19999999999999998,1.188235294117647,1.3882352941176472,0.058823529411764705
32.0,175.0,14,0.03142857142857143,0.005714285714285714,0.011428571428571429,0.13714285714285715,0.0,0.03142857142857143,0.4514285714285714,0.4828571428571429,0.011428571428571429
2.0,4.0,16,0.5,0.5,3.5,6.0,2.775,1.75,6.025,6.525,3.5
3.0,16.0,16,0.33125,0.3125,0.75,1.4375,0.5,0.51875,1.625,1.95625,0.75
1.0,2.0,26,1.0,0.5,0.5,11.5,0.0,1.0,5.5,6.5,0.5
4.0,47.0,17,0.25106382978723407,0.0851063829787234,0.2553191489361702,0.48936170212765956,0.24468085106382978,0.3361702127659575,1.2659574468085106,1.5170212765957447,0.2553191489361702
1.0,6.0,26,1.0,0.3333333333333333,0.8333333333333334,3.8333333333333335,1.3333333333333333,1.3333333333333333,3.0,4.0,0.8333333333333334
34.0,225.0,5,0.029333333333333333,0.006666666666666667,0.008888888888888889,0.10222222222222223,0.051111111111111114,0.029333333333333333,0.5644444444444444,0.5937777777777777,0.008888888888888889
2.0,29.0,16,0.5,0.034482758620689655,0.1724137931034483,0.7931034482758621,0.0,0.5689655172413793,0.7931034482758621,1.293103448275862,0.1724137931034483
5.0,37.0,17,0.2,0.16216216216216217,0.5135135135135135,0.6216216216216216,0.21621621621621623,0.3891891891891892,1.1081081081081081,1.308108108108108,0.5135135135135135
1.0,4.0,26,1.0,0.0,0.5,5.75,1.05,1.0,2.05,3.05,0.5
4.0,55.0,16,0.2509090909090909,0.07272727272727272,0.12727272727272726,0.4,0.28,0.2509090909090909,1.261818181818182,1.5127272727272727,0.12727272727272726
33.0,296.0,30,0.030405405405405407,0.0,0.0033783783783783786,0.07432432432432433,0.014527027027027026,0.030405405405405407,0.2780405405405405,0.30844594594594593,0.0033783783783783786
1.0,7.0,26,1.0,0.21428571428571427,0.2857142857142857,3.142857142857143,0.0,1.0,1.7857142857142858,2.7857142857142856,0.2857142857142857
1.0,5.0,26,1.0,0.6,1.2,4.4,0.0,1.2,2.0,3.0,1.2
24.0,130.0,7,0.04153846153846154,0.015384615384615385,0.015384615384615385,0.16923076923076924,0.09230769230769231,0.04153846153846154,0.7076923076923077,0.7492307692307693,0.015384615384615385
1.0,1.0,26,1.0,1.0,2.0,22.0,4.3,1.0,11.3,12.3,2.0
1.0,4.0,26,1.0,0.0,0.25,5.5,1.075,1.25,1.325,2.325,0.25
22.0,122.0,17,0.045081967213114756,0.0,0.00819672131147541,0.18032786885245902,0.0680327868852459,0.05327868852459016,0.4778688524590164,0.5229508196721311,0.00819672131147541
15.0,77.0,27,0.06623376623376623,0.01948051948051948,0.03896103896103896,0.2857142857142857,0.312987012987013,0.06623376623376623,1.4623376623376623,1.5285714285714285,0.03896103896103896
2.0,3.0,16,0.5,1.0,1.6666666666666667,7.333333333333333,2.766666666666667,1.1666666666666667,7.766666666666667,8.266666666666667,1.6666666666666667
16.0,92.0,17,0.06304347826086956,0.010869565217391304,0.03260869565217391,0.22826086956521738,0.20869565217391303,0.07391304347826087,1.241304347826087,1.3043478260869565,0.03260869565217391
2.0,9.0,26,0.5,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.0,0.5,0.6666666666666666,1.1666666666666667,0.3333333333333333
10.0,69.0,16,0.1,0.028985507246376812,0.21739130434782608,0.30434782608695654,0.18115942028985507,0.23043478260869565,0.9637681159420289,1.0637681159420291,0.21739130434782608
