Rk,Player,Age,Team,Pos,G,GS,FGA_0_19,FGM_0_19,FGA_20_29,FGM_20_29,FGA_30_39,FGM_30_39,FGA_40_49,FGM_40_49,FGA_50_plus,FGM_50_plus,FGA_Total,FGM_Total,Lng,FG_Pct,XPA,XPM,XP_Pct,KO,KO_Yds,TB,TB_Pct,KO_Avg,Awards,Player_ID
56,Matt Turk,43,JAX,P,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,116,0,0.0,58,,TurkMa20
57,Steve Weatherford,29,NYG,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,85,0,0.0,28,,WeatSt20
58,Dave Zastudil,33,ARI,P,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,178,0,0.0,59,,ZastDa20
59,Nate Kaeding,29,SDG,K,1,0,0.0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,1,68,0,0.0,68,,kaedinat01
1,Dan Carpenter,25,MIA,K,16,0,1.0,1,9,9,5,5,18,11,8,4,41,30,60,73.2,25,25,100.0,70,4470,14,20.0,64,,CarpDa44
2,Sebastian Janikowski,32,OAK,K,16,0,0.0,0,8,8,14,13,12,8,7,4,41,33,59,80.5,43,43,100.0,93,6007,29,31.2,65,,janikseb01
3,Josh Brown,31,STL,K,16,0,0.0,0,12,11,14,12,9,7,4,3,39,33,53,84.6,27,26,96.3,73,4819,5,6.8,66,,brownjos01
4,Nick Folk,26,NYJ,K,16,0,1.0,1,11,10,16,14,6,3,5,2,39,30,56,76.9,37,37,100.0,81,4986,7,8.6,62,,FolkNi20
5,David Akers,36,PHI,K,16,0,0.0,0,12,12,11,9,12,10,3,1,38,32,50,84.2,47,47,100.0,96,6135,23,24.0,64,PBAP-2,akersdav01
6,Graham Gano,23,WAS,K,16,0,1.0,1,10,8,7,4,14,11,3,0,35,24,49,68.6,28,28,100.0,71,4617,9,12.7,65,,GanoGr44
7,David Buehler,23,DAL,K,16,0,0.0,0,8,8,7,4,11,8,6,4,32,24,53,75.0,44,42,95.5,84,5409,22,26.2,64,,BuehDa44
8,Matt Bryant,35,ATL,K,16,0,0.0,0,11,11,9,8,10,8,1,1,31,28,51,90.3,44,44,100.0,0,0,0,,,,bryanmat01
9,Robbie Gould,28,CHI,K,16,0,1.0,1,9,9,9,8,7,4,4,3,30,25,54,83.3,35,35,100.0,77,4890,16,20.8,64,,gouldrob01
10,Olindo Mare,37,SEA,K,16,0,2.0,2,12,10,7,7,7,5,2,1,30,25,51,83.3,31,31,100.0,72,4679,20,27.8,65,,marexoli01
11,Neil Rackers,34,HOU,K,16,0,0.0,0,8,8,11,11,7,5,4,3,30,27,57,90.0,43,43,100.0,86,5658,13,15.1,66,,rackenei01
12,Billy Cundiff,30,BAL,K,16,0,0.0,0,11,11,9,8,8,7,1,0,29,26,49,89.7,39,39,100.0,79,5399,40,50.6,68,PBAP-1,cundibil01
13,John Kasay,41,CAR,K,16,0,0.0,0,9,9,2,2,14,11,4,3,29,25,55,86.2,17,17,100.0,4,228,0,0.0,57,,kasayjoh01
14,Connor Barth,24,TAM,K,16,0,0.0,0,6,6,10,10,10,6,2,1,28,23,53,82.1,36,36,100.0,78,4809,1,1.3,62,,barthco01
15,Mason Crosby,26,GNB,K,16,0,1.0,1,8,7,5,4,10,8,4,2,28,22,56,78.6,46,46,100.0,84,5088,4,4.8,61,,CrosMa20
16,Phil Dawson,35,CLE,K,16,0,3.0,3,7,7,10,10,5,3,3,0,28,23,48,82.1,28,28,100.0,67,4035,7,10.4,60,,dawsophi01
17,Nate Kaeding,28,SDG,K,13,0,0.0,0,6,6,8,7,10,9,4,1,28,23,50,82.1,40,40,100.0,72,4490,4,5.6,62,,kaedinat01
18,Josh Scobee,28,JAX,K,16,0,2.0,2,3,3,7,6,14,9,2,2,28,22,59,78.6,41,41,100.0,76,4949,15,19.7,65,,scobejos01
19,Adam Vinatieri,38,IND,K,16,0,0.0,0,8,8,10,9,10,9,0,0,28,26,48,92.9,51,51,100.0,0,0,0,,,,vinatada01
20,Jay Feely,34,ARI,K,16,0,0.0,0,8,8,6,6,10,8,3,2,27,24,55,88.9,29,29,100.0,70,4512,16,22.9,65,,feelyjay01
21,Rob Bironas,32,TEN,K,16,0,0.0,0,6,6,9,8,8,8,3,2,26,24,55,92.3,38,38,100.0,76,4956,17,22.4,65,,bironrob01
22,Ryan Succop,24,KAN,K,16,0,0.0,0,6,6,9,7,8,6,3,1,26,20,53,76.9,42,42,100.0,78,4730,8,10.3,61,,SuccRy44
23,Garrett Hartley,24,NOR,K,14,0,1.0,1,6,4,9,7,7,6,2,2,25,20,52,80.0,40,40,100.0,34,2096,4,11.8,62,,HartGa00
24,Lawrence Tynes,32,NYG,K,15,0,0.0,0,12,12,4,2,4,3,3,2,23,19,53,82.6,43,43,100.0,78,4826,6,7.7,62,,tyneslaw01
25,Jeff Reed,31,2TM,K,14,0,2.0,2,10,9,9,8,7,3,4,2,32,24,53,75.0,32,32,100.0,71,4341,6,8.5,61,,reedxjef01
25,Jeff Reed,31,PIT,K,9,0,2.0,2,7,6,5,5,4,0,4,2,22,15,53,68.2,19,19,100.0,45,2799,5,11.1,62,,reedxjef01
25,Jeff Reed,31,SFO,K,5,0,0.0,0,3,3,4,3,3,3,0,0,10,9,47,90.0,13,13,100.0,26,1542,1,3.8,59,,reedxjef01
26,Rian Lindell,33,BUF,K,16,0,1.0,1,6,6,6,5,2,1,6,3,21,16,51,76.2,32,31,96.9,67,4192,8,11.9,63,,linderia01
27,Mike Nugent,28,CIN,K,9,0,0.0,0,5,5,7,7,3,1,4,2,19,15,54,78.9,17,17,100.0,44,2765,7,15.9,63,,nugenmik01
28,Ryan Longwell,36,MIN,K,16,0,0.0,0,7,7,9,8,2,2,0,0,18,17,48,94.4,31,30,96.8,65,4047,3,4.6,62,,longwrya01
29,Matt Prater,26,DEN,K,12,0,0.0,0,3,3,7,7,5,4,3,2,18,16,59,88.9,29,28,96.6,57,3688,20,35.1,65,,PratMa20
30,Dave Rayner,28,DET,K,8,0,0.0,0,3,3,3,3,8,5,2,2,16,13,55,81.3,16,16,100.0,34,2136,2,5.9,63,,raynedav01
31,Shaun Suisham,29,PIT,K,7,0,1.0,1,4,4,1,1,9,8,0,0,15,14,48,93.3,19,19,100.0,40,2323,2,5.0,58,,suishsha01
32,Jason Hanson,40,DET,K,8,0,0.0,0,1,1,4,4,5,4,4,3,14,12,52,85.7,19,19,100.0,40,2458,1,2.5,62,,hansojas01
33,Stephen Gostkowski,26,NWE,K,8,0,0.0,0,2,2,7,6,3,2,1,0,13,10,43,76.9,26,26,100.0,42,2750,15,35.7,66,,GostSt20
34,Joe Nedney,37,SFO,K,9,0,0.0,0,6,6,2,2,2,1,3,2,13,11,51,84.6,17,17,100.0,37,2420,4,10.8,65,,nednejoe01
35,Shayne Graham,33,2TM,K,9,0,1.0,1,5,5,5,5,1,1,0,0,12,12,41,100.0,41,39,95.1,62,3800,3,4.8,61,,grahasha01
35,Shayne Graham,33,NYG,K,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,4,4,100.0,5,296,1,20.0,59,,grahasha01
35,Shayne Graham,33,NWE,K,8,0,1.0,1,5,5,5,5,1,1,0,0,12,12,41,100.0,37,35,94.6,57,3504,2,3.5,62,,grahasha01
36,Clint Stitser,25,CIN,K,5,0,0.0,0,5,4,2,2,1,1,0,0,8,7,47,87.5,10,8,80.0,23,1312,0,0.0,57,,StitCl00
37,Stephen Hauschka,25,DEN,K,4,0,0.0,0,1,1,3,3,3,2,0,0,7,6,46,85.7,10,10,100.0,20,1224,2,10.0,61,,HausSt00
38,John Carney,46,NOR,K,2,0,0.0,0,2,1,4,4,0,0,0,0,6,5,32,83.3,3,3,100.0,1,11,0,0.0,11,,carnejoh01
39,Kris Brown,34,SDG,K,3,0,0.0,0,1,1,3,3,0,0,1,0,5,4,36,80.0,8,8,100.0,17,978,1,5.9,58,,brownkri01
40,Shane Andrus,30,SFO,K,2,0,0.0,0,1,1,2,1,1,0,0,0,4,2,38,50.0,3,3,100.0,6,359,0,0.0,60,,AndrSh00
41,Aaron Pettrey,24,CIN,K,2,0,1.0,1,2,1,0,0,1,0,0,0,4,2,28,50.0,5,5,100.0,8,491,1,12.5,61,,PettAa00
42,Britton Colquitt,25,DEN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,69,0,0.0,69,,ColqBr00
43,Matt Dodge,23,NYG,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,117,0,0.0,59,,DodgMa99
44,Nick Harris,32,DET,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,168,0,0.0,56,,HarrNi20
45,Kevin Huber,25,CIN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,62,0,0.0,62,,HubeKe20
46,Jeremy Kapinos,26,2TM,P,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,8,481,0,0.0,60,,KapiJe20
46,Jeremy Kapinos,26,IND,P,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,7,440,0,0.0,63,,KapiJe20
46,Jeremy Kapinos,26,PIT,P,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,41,0,0.0,41,,KapiJe20
47,Michael Koenen,28,ATL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,88,5926,23,26.1,67,,koenemic01
48,Andy Lee,28,SFO,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,2,100,0,0.0,50,,LeexAn20
49,Brad Maynard,36,CHI,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,53,0,0.0,53,,MaynBr20
50,Pat McAfee,23,IND,P,15,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,84,5595,16,19.0,67,,McAfPa44
51,Mat McBriar,31,DAL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,69,0,0.0,69,PBAP-2,McBrMa20
52,Brian Moorman,34,BUF,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,35,0,0.0,35,,MoorBr24
53,Thomas Morstead,24,NOR,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,49,3315,10,20.4,68,,MorsTh00
54,Jon Ryan,29,SEA,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,66,0,0.0,66,,RyanJo21
55,Mike Scifres,30,SDG,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,7,371,1,14.3,53,,ScifMi20
56,Hunter Smith,33,WAS,P,9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,15,0,0.0,15,,SmitHu21
57,Ndamukong Suh,23,DET,LDT,16,16,0.0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0.0,0,0,0,,,PBAP-1AP DRoY-1,SuhxNd99
58,Wes Welker,29,NWE,WR,15,11,0.0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,100.0,1,45,0,0.0,45,PBAP CPoY-4,WelkWe00
59,Todd Carter,24,CAR,K,1,0,0.0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,1,60,0,0.0,60,,CartTo21
60,Rhys Lloyd,28,CAR,K,15,0,0.0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,53,3523,11,20.8,67,,LloyRh44
1,David Akers,35,PHI,K,16,0,1.0,1,11,11,9,8,13,11,3,1,37,32,52,86.5,45,43,95.6,94,6117,11,11.7,65,PBAP-2,akersdav01
2,Mason Crosby,25,GNB,K,16,0,1.0,1,13,13,9,7,7,4,6,2,36,27,52,75.0,49,48,98.0,94,5805,12,12.8,62,,CrosMa20
3,Jay Feely,33,NYJ,K,16,0,0.0,0,6,6,15,12,14,11,1,1,36,30,55,83.3,32,32,100.0,82,5378,10,12.2,66,,feelyjay01
4,Nate Kaeding,27,SDG,K,16,0,2.0,2,17,17,4,4,8,6,4,3,35,32,55,91.4,51,50,98.0,97,6139,9,9.3,63,PBAP-1,kaedinat01
5,Matt Prater,25,DEN,K,16,0,0.0,0,14,14,8,6,10,8,3,2,35,30,51,85.7,32,32,100.0,78,5304,28,35.9,68,,PratMa20
6,Rian Lindell,32,BUF,K,16,0,0.0,0,12,12,9,9,9,6,3,1,33,28,56,84.8,24,24,100.0,68,4277,6,8.8,63,,linderia01
7,Rob Bironas,31,TEN,K,16,0,0.0,0,8,8,6,4,12,10,6,5,32,27,53,84.4,37,37,100.0,81,5186,7,8.6,64,,bironrob01
8,Kris Brown,33,HOU,K,16,0,0.0,0,13,11,9,6,6,2,4,2,32,21,56,65.6,44,43,97.7,82,5402,10,12.2,66,,brownkri01
9,Lawrence Tynes,31,NYG,K,16,0,0.0,0,12,10,13,11,6,5,1,1,32,27,52,84.4,45,45,100.0,86,5343,6,7.0,62,,tyneslaw01
10,Stephen Gostkowski,25,NWE,K,16,0,0.0,0,7,7,13,12,8,5,3,2,31,26,53,83.9,47,47,100.0,91,6096,21,23.1,67,,GostSt20
11,Jeff Reed,30,PIT,K,16,0,1.0,1,7,7,16,15,5,4,2,0,31,27,46,87.1,41,41,100.0,81,4840,3,3.7,60,,reedxjef01
12,Sebastian Janikowski,31,OAK,K,16,0,0.0,0,3,3,8,8,10,9,8,6,29,26,61,89.7,17,17,100.0,58,3797,17,29.3,66,,janikseb01
13,Ryan Succop,23,KAN,K,16,0,0.0,0,10,10,7,7,7,6,5,2,29,25,53,86.2,29,29,100.0,72,4451,7,9.7,62,,SuccRy44
14,Dan Carpenter,24,MIA,K,16,0,0.0,0,9,9,8,7,9,8,2,1,28,25,52,89.3,38,37,97.4,79,4974,7,8.9,63,PB,CarpDa44
15,Nick Folk,25,DAL,K,14,0,1.0,1,6,5,7,6,12,5,2,1,28,18,51,64.3,36,36,100.0,2,17,0,0.0,9,,FolkNi20
16,Robbie Gould,27,CHI,K,16,0,0.0,0,9,9,6,6,10,7,3,2,28,24,52,85.7,33,33,100.0,73,4747,8,11.0,65,,gouldrob01
17,Shayne Graham,32,CIN,K,16,0,0.0,0,11,10,10,8,3,3,4,2,28,23,53,82.1,29,28,96.6,69,4308,8,11.6,62,,grahasha01
18,Jason Hanson,39,DET,K,16,0,0.0,0,5,5,9,8,10,7,4,1,28,21,50,75.0,25,25,100.0,63,3926,4,6.3,62,,hansojas01
19,Ryan Longwell,35,MIN,K,16,0,1.0,1,10,10,6,5,9,8,2,2,28,26,52,92.9,55,54,98.2,98,6227,5,5.1,64,,longwrya01
20,Josh Scobee,27,JAX,K,16,0,0.0,0,7,6,5,5,7,3,9,4,28,18,52,64.3,31,30,96.8,64,4222,17,26.6,66,,scobejos01
21,John Kasay,40,CAR,K,16,0,0.0,0,7,7,10,9,6,5,4,1,27,22,50,81.5,32,31,96.9,0,0,0,,,,kasayjoh01
22,Olindo Mare,36,SEA,K,16,0,0.0,0,9,9,11,10,6,5,0,0,26,24,47,92.3,28,28,100.0,69,4661,22,31.9,68,,marexoli01
23,Josh Brown,30,STL,K,16,0,0.0,0,5,5,5,4,7,4,7,6,24,19,55,79.2,16,16,100.0,52,3379,8,15.4,65,,brownjos01
24,Joe Nedney,36,SFO,K,14,0,0.0,0,4,4,8,7,6,4,3,2,21,17,51,81.0,33,33,100.0,63,4127,5,7.9,66,,nednejoe01
25,Shaun Suisham,28,2TM,K,14,0,0.0,0,10,9,7,5,6,6,1,0,24,20,48,83.3,26,25,96.2,52,3058,5,9.6,59,,suishsha01
25,Shaun Suisham,28,WAS,K,12,0,0.0,0,9,8,6,5,5,5,1,0,21,18,48,85.7,21,20,95.2,52,3058,5,9.6,59,,suishsha01
25,Shaun Suisham,28,DAL,K,2,0,0.0,0,1,1,1,0,1,1,0,0,3,2,44,66.7,5,5,100.0,0,0,0,,,,suishsha01
26,Connor Barth,23,TAM,K,9,0,0.0,0,2,2,6,4,7,5,4,3,19,14,54,73.7,12,12,100.0,36,2309,6,16.7,64,,barthco01
27,Phil Dawson,34,CLE,K,11,0,0.0,0,7,7,5,5,6,5,1,0,19,17,49,89.5,19,18,94.7,49,2871,4,8.2,59,,dawsophi01
28,Jason Elam,39,ATL,K,11,0,0.0,0,4,4,8,4,5,3,2,1,19,12,50,63.2,33,32,97.0,0,0,0,,,,elamxjas01
29,John Carney,45,NOR,K,11,0,0.0,0,6,6,8,5,3,2,0,0,17,13,46,76.5,52,50,96.2,0,0,0,,,,carnejoh01
30,Billy Cundiff,29,2TM,K,12,0,1.0,1,9,9,8,5,3,3,2,0,23,18,46,78.3,23,23,100.0,54,3379,3,5.6,63,,cundibil01
30,Billy Cundiff,29,CLE,K,5,0,1.0,1,4,4,1,1,0,0,0,0,6,6,31,100.0,4,4,100.0,16,1003,2,12.5,63,,cundibil01
30,Billy Cundiff,29,BAL,K,7,0,0.0,0,5,5,7,4,3,3,2,0,17,12,46,70.6,19,19,100.0,38,2376,1,2.6,63,,cundibil01
31,Neil Rackers,33,ARI,K,14,0,0.0,0,4,4,6,6,7,6,0,0,17,16,48,94.1,38,37,97.4,65,4118,14,21.5,63,,rackenei01
32,Stephen Hauschka,24,BAL,K,9,0,0.0,0,1,1,7,5,5,3,0,0,13,9,44,69.2,28,27,96.4,46,2969,3,6.5,65,,HausSt00
33,Garrett Hartley,23,NOR,K,5,0,1.0,1,3,3,6,5,0,0,1,0,11,9,38,81.8,11,10,90.9,3,183,1,33.3,61,,HartGa00
34,Matt Stover,41,IND,K,10,0,0.0,0,2,2,6,5,2,2,1,0,11,9,43,81.8,33,33,100.0,0,0,0,,,,stovemat01
35,Matt Bryant,34,ATL,K,5,0,0.0,0,2,2,4,4,2,0,2,1,10,7,51,70.0,10,10,100.0,0,0,0,,,,bryanmat01
36,Adam Vinatieri,37,IND,K,6,0,1.0,1,3,3,2,1,2,2,1,0,9,7,48,77.8,18,17,94.4,0,0,0,,,,vinatada01
37,Mike Nugent,27,2TM,K,6,0,1.0,1,1,1,2,1,4,1,0,0,8,4,48,50.0,14,14,100.0,23,1359,1,4.3,59,,nugenmik01
37,Mike Nugent,27,TAM,K,4,0,0.0,0,1,1,2,1,3,0,0,0,6,2,37,33.3,6,6,100.0,11,647,1,9.1,59,,nugenmik01
37,Mike Nugent,27,ARI,K,2,0,1.0,1,0,0,0,0,1,1,0,0,2,2,48,100.0,8,8,100.0,12,712,0,0.0,59,,nugenmik01
38,Graham Gano,22,WAS,K,4,0,0.0,0,2,2,0,0,2,2,0,0,4,4,46,100.0,7,6,85.7,15,986,3,20.0,66,,GanoGr44
39,Ricky Schmitt,24,SFO,K,1,0,0.0,0,1,0,2,2,0,0,0,0,3,2,39,66.7,2,2,100.0,5,325,1,20.0,65,,SchmRi00
40,Shane Andrus,29,3TM,K,5,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,10,10,100.0,17,1041,2,11.8,61,,AndrSh00
40,Shane Andrus,29,IND,K,1,0,0.0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,3,205,1,33.3,68,,AndrSh00
40,Shane Andrus,29,TAM,K,3,0,0.0,0,0,0,0,0,1,0,0,0,1,0,,0.0,6,6,100.0,9,502,1,11.1,56,,AndrSh00
40,Shane Andrus,29,SFO,K,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,4,4,100.0,5,334,0,0.0,67,,AndrSh00
41,Kroy Biermann,24,ATL,LB,16,2,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,179,0,0.0,60,,BierKr99
42,Dustin Colquitt,27,KAN,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,64,0,0.0,64,,ColqDu20
43,Brandon Fields,25,MIA,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,27,0,0.0,9,,FielBr20
44,Ben Graham,36,ARI,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,56,0,0.0,56,,GrahBe20
45,Nick Harris,31,DET,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,54,0,0.0,54,,HarrNi20
46,Dirk Johnson,34,TAM,P,11,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,30,0,0.0,30,,JohnDi20
47,Donnie Jones,29,STL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,63,0,0.0,63,AP-2,JoneDo21
48,Jeremy Kapinos,25,GNB,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,3,183,0,0.0,61,,KapiJe20
49,Michael Koenen,27,ATL,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,73,4874,28,38.4,67,,koenemic01
50,Shane Lechler,33,OAK,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,75,0,0.0,75,PBAP-1,LechSh20
51,Rhys Lloyd,27,CAR,K,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,72,4768,21,29.2,66,,LloyRh44
52,Pat McAfee,22,IND,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,80,5468,21,26.3,68,,McAfPa44
53,Brian Moorman,33,BUF,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,68,0,0.0,68,,MoorBr24
54,Thomas Morstead,23,NOR,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,101,6733,27,26.7,67,,MorsTh00
55,Glenn Pakulak,29,WAS,P,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,67,0,0.0,67,,PakuGl00
56,Adam Podlesh,26,JAX,P,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,1,47,0,0.0,47,,PodlAd20
57,David Buehler,22,DAL,K,16,0,0.0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,77,5052,29,37.7,66,,BuehDa44
1,David Akers,34,PHI,K,16,0,2.0,2,11,11,12,10,10,8,5,2,40,33,51,82.5,45,45,100.0,89,5834,17,19.1,66,,akersdav01
2,Stephen Gostkowski,24,NWE,K,16,0,0.0,0,11,9,17,17,11,9,1,1,40,36,50,90.0,40,40,100.0,95,6027,17,17.9,63,PBAP-1,GostSt20
3,Matt Bryant,33,TAM,K,16,0,0.0,0,12,12,15,15,8,5,3,0,38,32,49,84.2,36,35,97.2,82,5143,6,7.3,63,,bryanmat01
4,John Carney,44,NYG,K,15,0,0.0,0,15,15,15,14,7,5,1,1,38,35,51,92.1,38,38,100.0,79,4738,3,3.8,60,PBAP-2,carnejoh01
5,Rian Lindell,31,BUF,K,16,0,1.0,1,8,7,11,11,15,10,3,1,38,30,53,78.9,34,34,100.0,77,4704,10,13.0,61,,linderia01
6,Josh Brown,29,STL,K,16,0,0.0,0,8,8,7,7,13,10,8,6,36,31,54,86.1,19,19,100.0,66,4446,8,12.1,67,,brownjos01
7,Phil Dawson,33,CLE,K,16,0,0.0,0,10,10,14,12,6,5,6,3,36,30,56,83.3,18,18,100.0,66,4228,12,18.2,64,,dawsophi01
8,Shaun Suisham,27,WAS,K,16,0,0.0,0,7,7,9,7,16,11,4,1,36,26,50,72.2,25,25,100.0,68,4199,9,13.2,62,,suishsha01
9,Mason Crosby,24,GNB,K,16,0,1.0,1,8,8,13,10,6,5,6,3,34,27,53,79.4,46,46,100.0,92,5785,17,18.5,63,,CrosMa20
10,Ryan Longwell,34,MIN,K,16,0,0.0,0,10,10,9,7,9,6,6,6,34,29,54,85.3,40,40,100.0,84,5411,6,7.1,64,,longwrya01
11,Matt Prater,24,DEN,K,16,0,0.0,0,8,7,9,8,11,5,6,5,34,25,56,73.5,40,39,97.5,83,5396,19,22.9,65,,PratMa20
12,Rob Bironas,30,TEN,K,16,0,0.0,0,6,6,7,7,19,15,1,1,33,29,51,87.9,40,40,100.0,85,5615,22,25.9,66,,bironrob01
13,Kris Brown,32,HOU,K,16,0,0.0,0,10,9,10,10,10,8,3,2,33,29,53,87.9,37,37,100.0,84,5378,9,10.7,64,,brownkri01
14,Joe Nedney,35,SFO,K,16,0,0.0,0,9,9,10,10,11,8,3,2,33,29,53,87.9,34,34,100.0,78,4948,9,11.5,63,,nednejoe01
15,Matt Stover,40,BAL,K,16,0,0.0,0,11,11,12,11,9,5,1,0,33,27,47,81.8,41,41,100.0,42,2617,5,11.9,62,,stovemat01
16,Nate Kaeding,26,SDG,K,16,0,0.0,0,13,13,10,10,8,3,1,1,32,27,57,84.4,46,46,100.0,92,5854,8,8.7,64,,kaedinat01
17,Jason Elam,38,ATL,K,16,0,0.0,0,11,11,8,7,10,10,2,1,31,29,50,93.5,42,42,100.0,0,0,0,,,,elamxjas01
18,John Kasay,39,CAR,K,16,0,0.0,0,7,7,9,9,12,11,3,1,31,28,50,90.3,46,46,100.0,2,41,0,0.0,21,,kasayjoh01
19,Jeff Reed,29,PIT,K,16,0,1.0,1,9,9,9,8,10,8,2,1,31,27,53,87.1,37,36,97.3,79,4894,9,11.4,62,,reedxjef01
20,Sebastian Janikowski,30,OAK,K,16,0,0.0,0,11,11,8,8,4,2,7,3,30,24,57,80.0,26,25,96.2,67,4356,22,32.8,65,,janikseb01
21,Robbie Gould,26,CHI,K,16,0,0.0,0,6,6,12,12,11,8,0,0,29,26,48,89.7,41,41,100.0,79,5124,9,11.4,65,,gouldrob01
22,Jay Feely,32,NYJ,K,15,0,0.0,0,9,9,12,9,5,4,2,2,28,24,55,85.7,39,39,100.0,80,5036,7,8.8,63,,feelyjay01
23,Neil Rackers,32,ARI,K,16,0,0.0,0,9,9,11,9,6,6,2,1,28,25,54,89.3,44,44,100.0,90,5646,15,16.7,63,,rackenei01
24,Olindo Mare,35,SEA,K,16,0,0.0,0,7,7,10,9,6,5,4,3,27,24,51,88.9,30,30,100.0,71,4703,22,31.0,66,,marexoli01
25,Dan Carpenter,23,MIA,K,16,0,0.0,0,4,4,7,7,13,9,1,1,25,21,50,84.0,40,40,100.0,75,4758,7,9.3,63,,CarpDa44
26,Josh Scobee,26,JAX,K,16,0,0.0,0,7,7,6,3,7,5,5,4,25,19,53,76.0,33,33,100.0,66,4143,10,15.2,63,,scobejos01
27,Adam Vinatieri,36,IND,K,16,0,0.0,0,3,3,13,11,7,4,2,2,25,20,52,80.0,43,43,100.0,80,5176,8,10.0,65,,vinatada01
28,Shayne Graham,31,CIN,K,14,0,1.0,1,5,5,7,6,11,9,0,0,24,21,45,87.5,15,15,100.0,52,3253,8,15.4,63,,grahasha01
29,Nick Folk,24,DAL,K,16,0,0.0,0,1,1,8,7,11,10,2,2,22,20,52,90.9,42,42,100.0,75,4509,0,0.0,60,,FolkNi20
30,Jason Hanson,38,DET,K,16,0,0.0,0,3,3,5,4,6,6,8,8,22,21,56,95.5,26,25,96.2,66,4270,7,10.6,65,,hansojas01
31,Garrett Hartley,22,NOR,K,8,0,0.0,0,5,5,4,4,4,4,0,0,13,13,47,100.0,28,28,100.0,49,3190,9,18.4,65,,HartGa00
32,Connor Barth,22,KAN,K,10,0,0.0,0,6,6,4,3,1,1,1,0,12,10,45,83.3,24,24,100.0,46,2714,4,8.7,59,,barthco01
33,Martin Gramatica,33,NOR,K,5,0,0.0,0,0,0,3,3,5,2,2,1,10,6,53,60.0,16,16,100.0,15,998,4,26.7,67,,gramamar01
34,Nick Novak,27,KAN,K,6,0,0.0,0,3,3,3,1,3,2,1,0,10,6,43,60.0,7,7,100.0,17,1079,0,0.0,64,,novaknic01
35,Taylor Mehlhaff,23,NOR,K,3,0,0.0,0,1,1,2,1,1,1,0,0,4,3,44,75.0,10,9,90.0,17,1071,1,5.9,63,,MehlTa99
